ID	Source	SOURCE_coord	Dest	DEST_coord	count
530	Salem, OR Metro Area	 44.9391565,-123.033121	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	7070
531	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	2144
532	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Ogden-Clearfield, UT Metro Area	 41.2230048,-111.9738429	7035
533	Salt Lake City, UT Metro Area	 40.7670126,-111.8904308	Provo-Orem, UT Metro Area	 40.2338438,-111.6585337	8273
534	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Austin-Round Rock, TX Metro Area	 30.2711286,-97.7436995	9484
535	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	College Station-Bryan, TX Metro Area	 30.6253463,-96.3271538	2361
536	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Corpus Christi, TX Metro Area	 27.8002542,-97.3955744	3285
537	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	6935
538	San Antonio-New Braunfels, TX Metro Area	 29.4246002,-98.4951405	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	6741
539	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	2827
540	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2347
541	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	2071
542	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2998
543	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	15903
544	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2223
545	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	3926
546	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	22027
547	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	2555
548	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	6005
549	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2504
550	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	2916
551	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	2696
552	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	3967
553	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	2610
554	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2212
555	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Fresno, CA Metro Area	 36.7295295,-119.708861260756	2097
556	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Las Vegas-Henderson-Paradise, NV Metro Area	 36.1662859,-115.149225	2068
557	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	14613
558	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Modesto, CA Metro Area	 37.6390972,-120.9968782	2914
559	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	5951
560	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	2078
561	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	2532
562	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Riverside-San Bernardino-Ontario, CA Metro Area	 33.9806, -117.3755	2537
563	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	12836
564	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	3934
565	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	18504
566	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	2635
567	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	2388
568	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Santa Rosa, CA Metro Area	 38.4404,-122.7141	5594
569	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	4631
570	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	8505
571	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	7176
572	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	2950
573	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5463
574	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Modesto, CA Metro Area	 37.6390972,-120.9968782	2302
575	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	4925
576	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	26128
577	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	3584
578	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	3110
579	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2691
580	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	3634
581	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	7980
582	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2340
583	San Juan-Carolina-Caguas, PR Metro Area	 18.4655,-66.1057	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	2584
584	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	2253
585	Santa Cruz-Watsonville, CA Metro Area	 36.9749416,-122.0285259	San Jose-Sunnyvale-Santa Clara, CA Metro Area	 37.3361905,-121.8905833	2237
586	Santa Fe, NM Metro Area	 35.6869996,-105.9377997	Albuquerque, NM Metro Area	 35.0841034,-106.6509851	2368
587	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	3305
588	Santa Maria-Santa Barbara, CA Metro Area	 34.9531295,-120.4358577	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	 35.2827525,-120.6596156	2009
589	Santa Rosa, CA Metro Area	 38.4404,-122.7141	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	4275
590	Savannah, GA Metro Area	 32.0809,-81.0912	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2367
591	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	 41.4086874,-75.6621294	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2138
592	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Bellingham, WA Metro Area	 48.7544012,-122.4788361	4058
593	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Bremerton-Silverdale, WA Metro Area	 47.5653663,-122.6246836	4023
594	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	5060
595	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Mount Vernon-Anacortes, WA Metro Area	 48.4200462,-122.32642	2168
596	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2057
597	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Olympia-Tumwater, WA Metro Area	 47.0451022,-122.8950075	6006
598	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	4951
599	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Portland-Vancouver-Hillsboro, OR-WA Metro Area	 45.5202471,-122.6741949	6505
600	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	2141
601	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3641
602	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	4307
603	Sherman-Denison, TX Metro Area	 33.6360125,-96.6097889	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2241
604	Spartanburg, SC Metro Area	 34.9498007,-81.9320157	Greenville-Anderson-Mauldin, SC Metro Area	 34.851354,-82.3984882	2444
605	Spokane-Spokane Valley, WA Metro Area	 47.6579425,-117.4212265	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	3297
606	Springfield, MA Metro Area	 42.1014831,-72.589811	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	4540
607	Springfield, MO Metro Area	 37.2166779,-93.2920373	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	2322
608	St. Cloud, MN Metro Area	 45.5616075,-94.1642004	Minneapolis-St. Paul-Bloomington, MN-WI Metro Area	 44.9772995,-93.2654692	4572
609	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	4321
610	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Columbia, MO Metro Area	 38.951883,-92.3337366	3323
611	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Kansas City, MO-KS Metro Area	 39.100105,-94.5781416	3069
612	St. Louis, MO-IL Metro Area	 38.6268039,-90.1994097	Springfield, MO Metro Area	 37.2166779,-93.2920373	4053
613	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	Modesto, CA Metro Area	 37.6390972,-120.9968782	3154
614	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3905
615	Stockton-Lodi, CA Metro Area	 38.1341, -121.2722	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3941
616	Syracuse, NY Metro Area	 43.0481221,-76.1474244	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2828
617	Syracuse, NY Metro Area	 43.0481221,-76.1474244	Rochester, NY Metro Area	 43.1854754,-77.6106861508176	2072
618	Syracuse, NY Metro Area	 43.0481221,-76.1474244	Utica-Rome, NY Metro Area	 43.1009031,-75.2326641	2015
619	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	2256
620	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	2611
621	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Cape Coral-Fort Myers, FL Metro Area	 26.6059432,-81.9806771	2296
622	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2014
623	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Gainesville, FL Metro Area	 29.67357765,-82.3233746019217	2812
624	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Jacksonville, FL Metro Area	 30.3321838,-81.655651	2250
625	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Lakeland-Winter Haven, FL Metro Area	 28.0470734,-81.9539892	4059
626	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	4773
627	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2688
628	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	North Port-Sarasota-Bradenton, FL Metro Area	 27.044224,-82.2359254	3811
629	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Orlando-Kissimmee-Sanford, FL Metro Area	 28.5479786,-81.4127841856302	6817
630	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	Tallahassee, FL Metro Area	 30.4380832,-84.2809332	2940
631	Toledo, OH Metro Area	 41.6786754,-83.5127283	Columbus, OH Metro Area	 39.9622601,-83.0007065	2283
632	Trenton, NJ Metro Area	 40.2170575,-74.7429463	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	8571
633	Trenton, NJ Metro Area	 40.2170575,-74.7429463	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	4897
634	Tucson, AZ Metro Area	 32.2218917,-110.9262353	Phoenix-Mesa-Scottsdale, AZ Metro Area	 33.4485866,-112.0773456	11508
635	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2188
636	Tulsa, OK Metro Area	 36.1556805,-95.9929113	Oklahoma City, OK Metro Area	 35.4729886,-97.5170536	5189
637	Tuscaloosa, AL Metro Area	 33.490251,-86.859181	Birmingham-Hoover, AL Metro Area	 33.570499,-86.765783	2856
638	Tyler, TX Metro Area	 32.3512601,-95.3010624	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2105
639	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	3577
640	Vallejo-Fairfield, CA Metro Area	 38.1040864,-122.2566367	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	5798
641	Vineland-Bridgeton, NJ Metro Area	 39.473152,-75.0020265495217	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	2007
642	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	2287
643	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Richmond, VA Metro Area	 37.5407,-77.4360	7387
644	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	8068
645	Visalia-Porterville, CA Metro Area	 36.3302284,-119.2920585	Fresno, CA Metro Area	 36.7295295,-119.708861260756	2673
646	Waco, TX Metro Area	 31.549333,-97.1466695	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	2318
647	Warner Robins, GA Metro Area	 32.6209775,-83.5999048	Macon, GA Metro Area	 32.8406946,-83.6324022	2200
648	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Atlanta-Sandy Springs-Roswell, GA Metro Area	 33.7490987,-84.3901849	3881
649	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Baltimore-Columbia-Towson, MD Metro Area	 39.2908816,-76.610759	24801
650	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Blacksburg-Christiansburg-Radford, VA Metro Area	 37.2296566,-80.4136767	4958
651	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	4019
652	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	California-Lexington Park, MD Metro Area	 38.3004029,-76.5074542	2731
653	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	2883
654	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Charlottesville, VA Metro Area	 38.029306,-78.4766781	3715
655	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Chicago-Naperville-Elgin, IL-IN-WI Metro Area	 41.8755616,-87.6244212	3136
656	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Dallas-Fort Worth-Arlington, TX Metro Area	 32.7762719,-96.7968559	3674
657	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Denver-Aurora-Lakewood, CO Metro Area	 39.7348381,-104.9653271	3004
658	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Hagerstown-Martinsburg, MD-WV Metro Area	 39.6419219,-77.7202641	5680
659	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Harrisonburg, VA Metro Area	 38.4493315,-78.8688833	2866
660	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Houston-The Woodlands-Sugar Land, TX Metro Area	 29.7589382,-95.3676974	3789
661	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Los Angeles-Long Beach-Anaheim, CA Metro Area	 34.0536909,-118.2427666	3819
662	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Miami-Fort Lauderdale-West Palm Beach, FL Metro Area	 25.7742658,-80.1936589	3041
663	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	New York-Newark-Jersey City, NY-NJ-PA Metro Area	 40.7127281,-74.0060152	9875
664	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area	 39.9527237,-75.1635262	5290
665	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	2129
666	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Raleigh, NC Metro Area	 35.7803977,-78.6390989	2131
667	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Richmond, VA Metro Area	 37.5407,-77.4360	10209
668	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Salisbury, MD-DE Metro Area	 38.3662114,-75.6008881	2858
669	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	San Diego-Carlsbad, CA Metro Area	 32.7174209,-117.1627714	2812
670	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	San Francisco-Oakland-Hayward, CA Metro Area	 37.7749,-122.4194	3308
671	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Seattle-Tacoma-Bellevue, WA Metro Area	 47.6038321,-122.3300624	2030
672	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Tampa-St. Petersburg-Clearwater, FL Metro Area	 27.9518491,-82.4563972	2759
673	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	 38.8950092,-77.0365625	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	 36.8529841,-75.9774183	8929
674	Winston-Salem, NC Metro Area	 36.0999,-80.2442	Charlotte-Concord-Gastonia, NC-SC Metro Area	 35.2270869,-80.8431268	3522
675	Winston-Salem, NC Metro Area	 36.0999,-80.2442	Greensboro-High Point, NC Metro Area	 36.0726355,-79.7919754	4752
676	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	Boston-Cambridge-Newton, MA-NH Metro Area	 42.3602534,-71.0582912	11052
677	Worcester, MA-CT Metro Area	 42.2625932,-71.8022934	Providence-Warwick, RI-MA Metro Area	 41.8240,-71.4128	2356
678	York-Hanover, PA Metro Area	 39.962398,-76.727392	Harrisburg-Carlisle, PA Metro Area	 40.2663107,-76.8861122	2423
679	Youngstown-Warren-Boardman, OH-PA Metro Area	 41.1035786,-80.6520161	Pittsburgh, PA Metro Area	 40.4416941,-79.9900861	2256
680	Yuba City, CA Metro Area	 39.1404477,-121.6169108	Sacramento--Roseville--Arden-Arcade, CA Metro Area	 38.5815719,-121.4943996	2086
